Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method,DateTime,Year,Month,Month_Name,Day,Day_of_Week,Day_Name,Hour,Is_Weekend,Time_Period,Is_Completed,Is_Cancelled,Is_Incomplete,Is_No_Driver_Found,Booking_Outcome,Revenue,Fare_Per_KM,Has_Booking_Value,Has_Ride_Distance,Has_Driver_Rating,Has_Customer_Rating,Has_Payment_Method,Has_VTAT,Has_CTAT
2024-02-22,16:16:59,CNR6110712,Completed,CID6472360,Go Sedan,IGI Airport,INA Market,6.0,25.1,,,,,,,173.0,35.87,3.3,4.3,Debit Card,2024-02-22 16:16:59,2024,2,February,22,3,Thursday,16,0,Afternoon,1,0,0,0,Completed,173.0,4.822971842765543,1,1,1,1,1,1,1
2024-01-26,11:52:07,CNR6110712,Completed,CID5801375,Bike,Tagore Garden,Mehrauli,6.1,19.9,,,,,,,263.0,15.13,4.5,4.5,UPI,2024-01-26 11:52:07,2024,1,January,26,4,Friday,11,0,Morning,1,0,0,0,Completed,263.0,17.382683410442826,1,1,1,1,1,1,1
2024-09-02,14:11:19,CNR6112678,Completed,CID4271482,Go Mini,Govindpuri,Inderlok,8.1,23.2,,,,,,,435.0,47.09,4.0,4.8,Debit Card,2024-09-02 14:11:19,2024,9,September,2,0,Monday,14,0,Afternoon,1,0,0,0,Completed,435.0,9.237630070078572,1,1,1,1,1,1,1
2024-04-28,12:49:41,CNR6112678,Completed,CID5033011,Auto,Tis Hazari,Indraprastha,13.1,19.2,,,,,,,408.0,27.98,4.0,4.9,UPI,2024-04-28 12:49:41,2024,4,April,28,6,Sunday,12,1,Afternoon,1,0,0,0,Completed,408.0,14.581844174410293,1,1,1,1,1,1,1
2024-01-14,11:20:18,CNR6125916,Completed,CID3320269,Premier Sedan,Rohini,Moolchand,2.8,19.9,,,,,,,308.0,26.81,4.1,4.8,UPI,2024-01-14 11:20:18,2024,1,January,14,6,Sunday,11,1,Morning,1,0,0,0,Completed,308.0,11.488250652741515,1,1,1,1,1,1,1
2024-02-17,18:33:35,CNR6125916,No Driver Found,CID2207867,Uber XL,Indirapuram,Badshahpur,,,,,,,,,,,,,,2024-02-17 18:33:35,2024,2,February,17,5,Saturday,18,1,Evening,0,0,0,1,No Driver Found,0.0,,0,0,0,0,0,0,0
2024-07-02,00:23:42,CNR6134874,Cancelled by Customer,CID9887453,Bike,Pulbangash,Nirman Vihar,16.9,,1.0,Driver asked to cancel,,,,,,,,,,2024-07-02 00:23:42,2024,7,July,2,1,Tuesday,0,0,Night,0,1,0,0,Customer Cancelled,0.0,,0,0,0,0,0,1,0
2024-07-04,13:34:43,CNR6134874,Cancelled by Driver,CID9419676,Bike,Uttam Nagar,Laxmi Nagar,8.4,,,,1.0,The customer was coughing/sick,,,,,,,,2024-07-04 13:34:43,2024,7,July,4,3,Thursday,13,0,Afternoon,0,1,0,0,Driver Cancelled,0.0,,0,0,0,0,0,1,0
2024-06-13,14:51:09,CNR6136597,Completed,CID1198806,Premier Sedan,Laxmi Nagar,Kanhaiya Nagar,11.6,22.2,,,,,,,293.0,46.56,4.7,4.5,Cash,2024-06-13 14:51:09,2024,6,June,13,3,Thursday,14,0,Afternoon,1,0,0,0,Completed,293.0,6.292955326460481,1,1,1,1,1,1,1
2024-12-28,14:58:46,CNR6136597,Completed,CID8038426,Go Mini,Inderlok,Noida Sector 18,2.2,42.9,,,,,,,137.0,34.69,4.9,5.0,Credit Card,2024-12-28 14:58:46,2024,12,December,28,5,Saturday,14,1,Afternoon,1,0,0,0,Completed,137.0,3.949264917843759,1,1,1,1,1,1,1
2024-12-19,21:42:52,CNR6138985,Cancelled by Customer,CID8428246,eBike,Udyog Vihar,Gurgaon Sector 56,5.6,,1.0,Wrong Address,,,,,,,,,,2024-12-19 21:42:52,2024,12,December,19,3,Thursday,21,0,Late Evening,0,1,0,0,Customer Cancelled,0.0,,0,0,0,0,0,1,0
2024-04-19,10:28:46,CNR6138985,Completed,CID8785217,Premier Sedan,IMT Manesar,DLF City Court,8.2,41.8,,,,,,,645.0,36.64,4.9,4.9,Cash,2024-04-19 10:28:46,2024,4,April,19,4,Friday,10,0,Morning,1,0,0,0,Completed,645.0,17.603711790393014,1,1,1,1,1,1,1
2024-07-31,18:02:05,CNR6146776,No Driver Found,CID5411837,Bike,Gurgaon Sector 56,Sikanderpur,,,,,,,,,,,,,,2024-07-31 18:02:05,2024,7,July,31,2,Wednesday,18,0,Evening,0,0,0,1,No Driver Found,0.0,,0,0,0,0,0,0,0
2024-04-02,06:43:12,CNR6146776,Completed,CID4965755,Auto,Kanhaiya Nagar,Welcome,4.5,21.6,,,,,,,594.0,41.3,4.5,4.1,UPI,2024-04-02 06:43:12,2024,4,April,2,1,Tuesday,6,0,Morning,1,0,0,0,Completed,594.0,14.382566585956418,1,1,1,1,1,1,1
2024-09-23,23:48:33,CNR6152835,Completed,CID8606596,Auto,Sarojini Nagar,DLF Phase 3,13.8,42.1,,,,,,,1887.0,41.73,4.1,4.2,Cash,2024-09-23 23:48:33,2024,9,September,23,0,Monday,23,0,Late Evening,1,0,0,0,Completed,1887.0,45.21926671459382,1,1,1,1,1,1,1
2024-02-13,15:46:15,CNR6152835,Completed,CID9212533,Auto,Subhash Chowk,Rohini,9.3,44.8,,,,,,,364.0,38.63,4.2,4.3,UPI,2024-02-13 15:46:15,2024,2,February,13,1,Tuesday,15,0,Afternoon,1,0,0,0,Completed,364.0,9.422728449391665,1,1,1,1,1,1,1
2024-10-27,08:50:16,CNR6162549,Completed,CID6967445,Bike,Vidhan Sabha,Rajouri Garden,12.3,19.6,,,,,,,303.0,46.62,4.6,4.5,UPI,2024-10-27 08:50:16,2024,10,October,27,6,Sunday,8,1,Morning,1,0,0,0,Completed,303.0,6.4993564993565,1,1,1,1,1,1,1
2024-08-21,23:58:10,CNR6162549,No Driver Found,CID5806697,Auto,Lok Kalyan Marg,Noida Sector 62,,,,,,,,,,,,,,2024-08-21 23:58:10,2024,8,August,21,2,Wednesday,23,0,Late Evening,0,0,0,1,No Driver Found,0.0,,0,0,0,0,0,0,0
2024-05-26,18:37:58,CNR6163741,Cancelled by Driver,CID8105046,Go Mini,Dwarka Sector 21,Hauz Rani,11.6,,,,1.0,Customer related issue,,,,,,,,2024-05-26 18:37:58,2024,5,May,26,6,Sunday,18,1,Evening,0,1,0,0,Driver Cancelled,0.0,,0,0,0,0,0,1,0
2024-03-29,17:53:20,CNR6163741,Completed,CID4957222,Bike,Samaypur Badli,Jhilmil,3.2,39.6,,,,,,,647.0,18.82,4.2,4.4,Debit Card,2024-03-29 17:53:20,2024,3,March,29,4,Friday,17,0,Evening,1,0,0,0,Completed,647.0,34.378320935175346,1,1,1,1,1,1,1
2024-12-26,16:08:13,CNR6173303,Completed,CID5348827,Bike,Subhash Nagar,Rajouri Garden,7.3,20.7,,,,,,,681.0,47.72,4.2,3.9,UPI,2024-12-26 16:08:13,2024,12,December,26,3,Thursday,16,0,Afternoon,1,0,0,0,Completed,681.0,14.270746018440905,1,1,1,1,1,1,1
2024-09-26,19:46:40,CNR6173303,Completed,CID6136781,Go Mini,IFFCO Chowk,New Delhi Railway Station,9.9,41.0,,,,,,,944.0,24.11,4.2,4.1,Uber Wallet,2024-09-26 19:46:40,2024,9,September,26,3,Thursday,19,0,Evening,1,0,0,0,Completed,944.0,39.15387805889672,1,1,1,1,1,1,1
2024-09-08,18:23:25,CNR6173447,Incomplete,CID9650717,Go Mini,Sushant Lok,Pitampura,8.8,27.6,,,,,1.0,Vehicle Breakdown,200.0,8.86,,,UPI,2024-09-08 18:23:25,2024,9,September,8,6,Sunday,18,1,Evening,0,0,1,0,Incomplete,0.0,,1,1,0,0,1,1,1
2024-05-29,22:35:39,CNR6173447,Completed,CID4354949,Bike,Akshardham,Maidan Garhi,9.3,18.5,,,,,,,492.0,48.12,3.8,4.1,Debit Card,2024-05-29 22:35:39,2024,5,May,29,2,Wednesday,22,0,Late Evening,1,0,0,0,Completed,492.0,10.224438902743143,1,1,1,1,1,1,1
2024-11-24,10:07:01,CNR6191270,Cancelled by Driver,CID9255012,Premier Sedan,Jama Masjid,IMT Manesar,11.6,,,,1.0,The customer was coughing/sick,,,,,,,,2024-11-24 10:07:01,2024,11,November,24,6,Sunday,10,1,Morning,0,1,0,0,Driver Cancelled,0.0,,0,0,0,0,0,1,0
2024-01-11,22:08:27,CNR6191270,Completed,CID2111340,Auto,DLF Phase 3,Vidhan Sabha,8.5,43.4,,,,,,,130.0,31.16,4.6,4.5,Uber Wallet,2024-01-11 22:08:27,2024,1,January,11,3,Thursday,22,0,Late Evening,1,0,0,0,Completed,130.0,4.17201540436457,1,1,1,1,1,1,1
2024-07-13,09:05:41,CNR6200088,Cancelled by Customer,CID3823910,eBike,Botanical Garden,Munirka,12.8,,1.0,Wrong Address,,,,,,,,,,2024-07-13 09:05:41,2024,7,July,13,5,Saturday,9,1,Morning,0,1,0,0,Customer Cancelled,0.0,,0,0,0,0,0,1,0
2024-06-26,19:09:36,CNR6200088,Completed,CID6411471,Premier Sedan,Yamuna Bank,Kirti Nagar,12.0,28.6,,,,,,,226.0,23.25,4.3,3.3,Cash,2024-06-26 19:09:36,2024,6,June,26,2,Wednesday,19,0,Evening,1,0,0,0,Completed,226.0,9.720430107526882,1,1,1,1,1,1,1
2024-03-13,08:50:49,CNR6202018,Cancelled by Driver,CID2193267,Go Sedan,DLF Phase 3,Azadpur,10.4,,,,1.0,Customer related issue,,,,,,,,2024-03-13 08:50:49,2024,3,March,13,2,Wednesday,8,0,Morning,0,1,0,0,Driver Cancelled,0.0,,0,0,0,0,0,1,0
2024-10-14,20:11:40,CNR6202018,Completed,CID9124775,Auto,Tis Hazari,Arjangarh,10.3,41.6,,,,,,,299.0,49.48,4.2,4.5,Cash,2024-10-14 20:11:40,2024,10,October,14,0,Monday,20,0,Evening,1,0,0,0,Completed,299.0,6.042845594179467,1,1,1,1,1,1,1
2024-01-02,21:38:23,CNR6206451,Cancelled by Driver,CID7805598,Auto,Govindpuri,Jhilmil,3.5,,,,1.0,Personal & Car related issues,,,,,,,,2024-01-02 21:38:23,2024,1,January,2,1,Tuesday,21,0,Late Evening,0,1,0,0,Driver Cancelled,0.0,,0,0,0,0,0,1,0
2024-09-22,09:53:43,CNR6206451,Completed,CID8799585,Bike,Ashok Park Main,Saidulajab,13.0,38.8,,,,,,,584.0,28.21,4.1,4.1,UPI,2024-09-22 09:53:43,2024,9,September,22,6,Sunday,9,1,Morning,1,0,0,0,Completed,584.0,20.701878766394895,1,1,1,1,1,1,1
2024-12-26,20:55:46,CNR6211968,Completed,CID6625823,Go Mini,Kalkaji,Maidan Garhi,9.5,33.7,,,,,,,604.0,14.84,3.6,4.6,Cash,2024-12-26 20:55:46,2024,12,December,26,3,Thursday,20,0,Evening,1,0,0,0,Completed,604.0,40.700808625336926,1,1,1,1,1,1,1
2024-06-19,07:10:20,CNR6211968,Completed,CID3561816,Auto,Mayur Vihar,Rajiv Chowk,13.4,26.4,,,,,,,88.0,3.69,4.8,4.1,Cash,2024-06-19 07:10:20,2024,6,June,19,2,Wednesday,7,0,Morning,1,0,0,0,Completed,88.0,23.848238482384826,1,1,1,1,1,1,1
2024-11-22,17:11:17,CNR6215397,Cancelled by Driver,CID3206630,Premier Sedan,Saidulajab,Rajiv Chowk,10.6,,,,1.0,Customer related issue,,,,,,,,2024-11-22 17:11:17,2024,11,November,22,4,Friday,17,0,Evening,0,1,0,0,Driver Cancelled,0.0,,0,0,0,0,0,1,0
2024-09-19,18:35:44,CNR6215397,Completed,CID5416679,Premier Sedan,Vishwavidyalaya,Khan Market,2.1,43.2,,,,,,,375.0,47.77,4.2,4.2,UPI,2024-09-19 18:35:44,2024,9,September,19,3,Thursday,18,0,Evening,1,0,0,0,Completed,375.0,7.85011513502198,1,1,1,1,1,1,1
2024-06-30,07:22:56,CNR6217349,Completed,CID2713855,Go Mini,Paschim Vihar,Chhatarpur,12.1,16.0,,,,,,,643.0,47.89,3.1,4.5,UPI,2024-06-30 07:22:56,2024,6,June,30,6,Sunday,7,1,Morning,1,0,0,0,Completed,643.0,13.426602631029443,1,1,1,1,1,1,1
2024-02-10,20:47:42,CNR6217349,Completed,CID6664438,Go Mini,Hauz Khas,Rajouri Garden,14.2,21.7,,,,,,,702.0,28.08,4.3,4.3,Uber Wallet,2024-02-10 20:47:42,2024,2,February,10,5,Saturday,20,1,Evening,1,0,0,0,Completed,702.0,25.0,1,1,1,1,1,1,1
2024-03-11,11:27:06,CNR6225023,Completed,CID1267417,Go Sedan,Rohini,Golf Course Road,10.1,26.0,,,,,,,105.0,28.56,5.0,4.3,UPI,2024-03-11 11:27:06,2024,3,March,11,0,Monday,11,0,Morning,1,0,0,0,Completed,105.0,3.6764705882352944,1,1,1,1,1,1,1
2024-11-27,15:19:37,CNR6225023,Cancelled by Driver,CID9818330,Bike,Connaught Place,Rajouri Garden,10.4,,,,1.0,More than permitted people in there,,,,,,,,2024-11-27 15:19:37,2024,11,November,27,2,Wednesday,15,0,Afternoon,0,1,0,0,Driver Cancelled,0.0,,0,0,0,0,0,1,0
2024-06-28,11:25:46,CNR6229832,Cancelled by Customer,CID2758757,Bike,MG Road,Vaishali,15.7,,1.0,Change of plans,,,,,,,,,,2024-06-28 11:25:46,2024,6,June,28,4,Friday,11,0,Morning,0,1,0,0,Customer Cancelled,0.0,,0,0,0,0,0,1,0
2024-08-25,02:14:25,CNR6229832,Completed,CID9191610,Go Sedan,Hero Honda Chowk,Sohna Road,3.1,27.7,,,,,,,574.0,14.01,4.9,4.6,UPI,2024-08-25 02:14:25,2024,8,August,25,6,Sunday,2,1,Night,1,0,0,0,Completed,574.0,40.97073518915061,1,1,1,1,1,1,1
2024-04-11,06:52:56,CNR6244113,Completed,CID4247452,Auto,Ashok Park Main,Vatika Chowk,5.6,44.5,,,,,,,112.0,30.56,5.0,4.9,Uber Wallet,2024-04-11 06:52:56,2024,4,April,11,3,Thursday,6,0,Morning,1,0,0,0,Completed,112.0,3.6649214659685865,1,1,1,1,1,1,1
2024-07-14,19:09:04,CNR6244113,Incomplete,CID5966634,Premier Sedan,Pragati Maidan,Ghitorni,9.9,22.3,,,,,1.0,Other Issue,1159.0,7.25,,,Cash,2024-07-14 19:09:04,2024,7,July,14,6,Sunday,19,1,Evening,0,0,1,0,Incomplete,0.0,,1,1,0,0,1,1,1
2024-12-15,15:29:51,CNR6248225,Completed,CID7371733,Auto,Saket A Block,Azadpur,15.0,35.2,,,,,,,1355.0,29.67,4.6,4.3,Credit Card,2024-12-15 15:29:51,2024,12,December,15,6,Sunday,15,1,Afternoon,1,0,0,0,Completed,1355.0,45.66902595214021,1,1,1,1,1,1,1
2024-10-08,12:55:44,CNR6248225,Completed,CID1114717,Go Sedan,Jhilmil,Subhash Chowk,13.0,42.7,,,,,,,391.0,18.4,3.9,3.2,Cash,2024-10-08 12:55:44,2024,10,October,8,1,Tuesday,12,0,Afternoon,1,0,0,0,Completed,391.0,21.25,1,1,1,1,1,1,1
2024-05-24,22:19:25,CNR6251168,Incomplete,CID7199493,Go Mini,Civil Lines Gurgaon,Saket A Block,8.2,16.8,,,,,1.0,Vehicle Breakdown,1278.0,1.34,,,Credit Card,2024-05-24 22:19:25,2024,5,May,24,4,Friday,22,0,Late Evening,0,0,1,0,Incomplete,0.0,,1,1,0,0,1,1,1
2024-10-13,17:32:22,CNR6251168,No Driver Found,CID2881507,Go Sedan,Kanhaiya Nagar,RK Puram,,,,,,,,,,,,,,2024-10-13 17:32:22,2024,10,October,13,6,Sunday,17,1,Evening,0,0,0,1,No Driver Found,0.0,,0,0,0,0,0,0,0
2024-12-03,19:07:33,CNR6266361,Completed,CID5488568,Go Sedan,Gurgaon Sector 56,Malviya Nagar,11.2,18.0,,,,,,,211.0,17.91,3.9,4.6,Uber Wallet,2024-12-03 19:07:33,2024,12,December,3,1,Tuesday,19,0,Evening,1,0,0,0,Completed,211.0,11.781127861529871,1,1,1,1,1,1,1
2024-11-06,20:18:02,CNR6266361,Cancelled by Customer,CID6669933,Go Sedan,Govindpuri,Kalkaji,18.2,,1.0,Change of plans,,,,,,,,,,2024-11-06 20:18:02,2024,11,November,6,2,Wednesday,20,0,Evening,0,1,0,0,Customer Cancelled,0.0,,0,0,0,0,0,1,0
2024-12-24,18:12:49,CNR6279386,Completed,CID1764632,eBike,Kaushambi,South Extension,12.5,21.2,,,,,,,499.0,46.57,4.3,4.3,Debit Card,2024-12-24 18:12:49,2024,12,December,24,1,Tuesday,18,0,Evening,1,0,0,0,Completed,499.0,10.715052608975736,1,1,1,1,1,1,1
2024-07-21,14:58:57,CNR6279386,Completed,CID4387597,Auto,Golf Course Road,Govindpuri,10.9,44.7,,,,,,,1157.0,24.42,4.3,5.0,UPI,2024-07-21 14:58:57,2024,7,July,21,6,Sunday,14,1,Afternoon,1,0,0,0,Completed,1157.0,47.37919737919738,1,1,1,1,1,1,1
2024-05-23,14:00:12,CNR6284251,Completed,CID7416034,Go Sedan,Subhash Chowk,Rajiv Nagar,7.3,24.3,,,,,,,153.0,31.48,4.2,4.8,Credit Card,2024-05-23 14:00:12,2024,5,May,23,3,Thursday,14,0,Afternoon,1,0,0,0,Completed,153.0,4.860228716645489,1,1,1,1,1,1,1
2024-03-01,19:57:28,CNR6284251,Completed,CID6396058,Auto,Gwal Pahari,Netaji Subhash Place,8.1,25.0,,,,,,,617.0,24.86,4.6,3.6,UPI,2024-03-01 19:57:28,2024,3,March,1,4,Friday,19,0,Evening,1,0,0,0,Completed,617.0,24.818986323411103,1,1,1,1,1,1,1
2024-05-02,14:28:12,CNR6289715,Completed,CID7209264,eBike,Paharganj,Preet Vihar,13.7,24.5,,,,,,,748.0,27.46,4.8,4.7,Uber Wallet,2024-05-02 14:28:12,2024,5,May,2,3,Thursday,14,0,Afternoon,1,0,0,0,Completed,748.0,27.23962126729789,1,1,1,1,1,1,1
2024-07-14,11:42:11,CNR6289715,Completed,CID1041699,Bike,Gurgaon Railway Station,Rohini,11.9,28.5,,,,,,,740.0,10.45,4.2,4.6,UPI,2024-07-14 11:42:11,2024,7,July,14,6,Sunday,11,1,Morning,1,0,0,0,Completed,740.0,70.81339712918661,1,1,1,1,1,1,1
2024-04-06,20:34:32,CNR6297864,No Driver Found,CID5047579,Go Sedan,Jama Masjid,Khandsa,,,,,,,,,,,,,,2024-04-06 20:34:32,2024,4,April,6,5,Saturday,20,1,Evening,0,0,0,1,No Driver Found,0.0,,0,0,0,0,0,0,0
2024-03-24,17:12:36,CNR6297864,Completed,CID2642155,Auto,Chandni Chowk,Govindpuri,12.2,44.8,,,,,,,746.0,40.69,4.5,4.1,UPI,2024-03-24 17:12:36,2024,3,March,24,6,Sunday,17,1,Evening,1,0,0,0,Completed,746.0,18.333742934381913,1,1,1,1,1,1,1
2024-07-22,19:26:52,CNR6300334,Completed,CID2560020,Go Mini,Maidan Garhi,Sohna Road,10.4,37.9,,,,,,,1525.0,14.69,3.9,4.9,Cash,2024-07-22 19:26:52,2024,7,July,22,0,Monday,19,0,Evening,1,0,0,0,Completed,1525.0,103.81211708645337,1,1,1,1,1,1,1
2024-09-14,10:56:07,CNR6300334,Completed,CID4022367,Auto,Delhi Gate,Old Gurgaon,7.0,21.4,,,,,,,238.0,39.58,4.5,4.9,UPI,2024-09-14 10:56:07,2024,9,September,14,5,Saturday,10,1,Morning,1,0,0,0,Completed,238.0,6.013137948458818,1,1,1,1,1,1,1
2024-03-19,20:03:24,CNR6304567,Completed,CID1135838,Premier Sedan,Anand Vihar,Aya Nagar,3.2,38.4,,,,,,,83.0,10.93,4.5,4.4,Cash,2024-03-19 20:03:24,2024,3,March,19,1,Tuesday,20,0,Evening,1,0,0,0,Completed,83.0,7.5937785910338516,1,1,1,1,1,1,1
2024-02-02,10:42:14,CNR6304567,Cancelled by Driver,CID6471864,Go Sedan,Govindpuri,Ghaziabad,10.3,,,,1.0,The customer was coughing/sick,,,,,,,,2024-02-02 10:42:14,2024,2,February,2,4,Friday,10,0,Morning,0,1,0,0,Driver Cancelled,0.0,,0,0,0,0,0,1,0
2024-06-01,17:05:59,CNR6305255,Completed,CID7613559,Auto,Moolchand,Adarsh Nagar,11.9,23.9,,,,,,,930.0,33.66,3.2,4.3,UPI,2024-06-01 17:05:59,2024,6,June,1,5,Saturday,17,1,Evening,1,0,0,0,Completed,930.0,27.629233511586456,1,1,1,1,1,1,1
2024-03-11,19:50:20,CNR6305255,Completed,CID2862734,Go Mini,IGNOU Road,Model Town,12.0,44.6,,,,,,,437.0,49.29,4.3,4.2,UPI,2024-03-11 19:50:20,2024,3,March,11,0,Monday,19,0,Evening,1,0,0,0,Completed,437.0,8.865895719212823,1,1,1,1,1,1,1
2024-09-28,12:14:37,CNR6309881,No Driver Found,CID2574344,Bike,New Colony,Palam Vihar,,,,,,,,,,,,,,2024-09-28 12:14:37,2024,9,September,28,5,Saturday,12,1,Afternoon,0,0,0,1,No Driver Found,0.0,,0,0,0,0,0,0,0
2024-10-15,21:22:09,CNR6309881,Completed,CID5983038,Bike,Ghaziabad,Yamuna Bank,2.4,30.9,,,,,,,631.0,10.72,3.7,4.4,UPI,2024-10-15 21:22:09,2024,10,October,15,1,Tuesday,21,0,Late Evening,1,0,0,0,Completed,631.0,58.861940298507456,1,1,1,1,1,1,1
2024-01-04,10:44:23,CNR6310092,Completed,CID4534138,Auto,Ghaziabad,Hero Honda Chowk,3.5,17.3,,,,,,,182.0,29.72,4.2,4.9,Cash,2024-01-04 10:44:23,2024,1,January,4,3,Thursday,10,0,Morning,1,0,0,0,Completed,182.0,6.123822341857335,1,1,1,1,1,1,1
2024-03-19,01:33:02,CNR6310092,Completed,CID1817916,Auto,Saket A Block,Chandni Chowk,4.7,20.8,,,,,,,174.0,44.22,4.1,3.7,UPI,2024-03-19 01:33:02,2024,3,March,19,1,Tuesday,1,0,Night,1,0,0,0,Completed,174.0,3.934871099050204,1,1,1,1,1,1,1
2024-09-20,22:39:43,CNR6317712,Completed,CID3559609,Go Mini,Bhiwadi,Okhla,2.3,40.0,,,,,,,718.0,12.66,4.1,4.0,Credit Card,2024-09-20 22:39:43,2024,9,September,20,4,Friday,22,0,Late Evening,1,0,0,0,Completed,718.0,56.71406003159558,1,1,1,1,1,1,1
2024-05-07,18:53:48,CNR6317712,No Driver Found,CID6165658,Go Sedan,Sultanpur,Rajouri Garden,,,,,,,,,,,,,,2024-05-07 18:53:48,2024,5,May,7,1,Tuesday,18,0,Evening,0,0,0,1,No Driver Found,0.0,,0,0,0,0,0,0,0
2024-11-25,21:58:13,CNR6337479,Completed,CID4744805,Auto,Kashmere Gate,Khan Market,10.6,21.5,,,,,,,423.0,24.84,4.5,4.9,UPI,2024-11-25 21:58:13,2024,11,November,25,0,Monday,21,0,Late Evening,1,0,0,0,Completed,423.0,17.028985507246375,1,1,1,1,1,1,1
2024-10-25,12:09:29,CNR6337479,Completed,CID6870480,eBike,Barakhamba Road,Gwal Pahari,4.5,21.0,,,,,,,635.0,9.3,3.8,4.2,UPI,2024-10-25 12:09:29,2024,10,October,25,4,Friday,12,0,Afternoon,1,0,0,0,Completed,635.0,68.27956989247312,1,1,1,1,1,1,1
2024-01-28,14:19:48,CNR6337479,Completed,CID5396601,Go Sedan,Pitampura,Chhatarpur,11.8,17.1,,,,,,,396.0,36.6,4.1,4.5,UPI,2024-01-28 14:19:48,2024,1,January,28,6,Sunday,14,1,Afternoon,1,0,0,0,Completed,396.0,10.819672131147541,1,1,1,1,1,1,1
2024-12-02,17:59:04,CNR6343144,No Driver Found,CID6891350,Premier Sedan,Lok Kalyan Marg,Sadar Bazar Gurgaon,,,,,,,,,,,,,,2024-12-02 17:59:04,2024,12,December,2,0,Monday,17,0,Evening,0,0,0,1,No Driver Found,0.0,,0,0,0,0,0,0,0
2024-06-26,22:20:01,CNR6343144,No Driver Found,CID8527086,Go Mini,Sohna Road,Moti Nagar,,,,,,,,,,,,,,2024-06-26 22:20:01,2024,6,June,26,2,Wednesday,22,0,Late Evening,0,0,0,1,No Driver Found,0.0,,0,0,0,0,0,0,0
2024-03-10,10:37:35,CNR6348242,Completed,CID6666965,Bike,Pulbangash,Hauz Khas,13.5,40.6,,,,,,,396.0,29.48,3.1,4.4,Cash,2024-03-10 10:37:35,2024,3,March,10,6,Sunday,10,1,Morning,1,0,0,0,Completed,396.0,13.432835820895523,1,1,1,1,1,1,1
2024-06-26,12:50:27,CNR6348242,Completed,CID8649187,Auto,Azadpur,New Colony,14.0,21.6,,,,,,,337.0,30.77,4.2,4.2,Credit Card,2024-06-26 12:50:27,2024,6,June,26,2,Wednesday,12,0,Afternoon,1,0,0,0,Completed,337.0,10.952226194345142,1,1,1,1,1,1,1
2024-01-29,15:39:27,CNR6357351,Cancelled by Driver,CID1172525,Premier Sedan,Delhi Gate,RK Puram,6.1,,,,1.0,Customer related issue,,,,,,,,2024-01-29 15:39:27,2024,1,January,29,0,Monday,15,0,Afternoon,0,1,0,0,Driver Cancelled,0.0,,0,0,0,0,0,1,0
2024-04-27,21:19:24,CNR6357351,Completed,CID9754953,eBike,Chirag Delhi,Rajiv Nagar,8.9,27.8,,,,,,,199.0,41.2,3.9,4.4,Debit Card,2024-04-27 21:19:24,2024,4,April,27,5,Saturday,21,1,Late Evening,1,0,0,0,Completed,199.0,4.830097087378641,1,1,1,1,1,1,1
2024-10-06,13:17:41,CNR6357662,Completed,CID3378775,Bike,Paharganj,Uttam Nagar,13.0,30.0,,,,,,,1514.0,20.63,4.3,4.7,UPI,2024-10-06 13:17:41,2024,10,October,6,6,Sunday,13,1,Afternoon,1,0,0,0,Completed,1514.0,73.38826951042172,1,1,1,1,1,1,1
2024-10-01,10:55:47,CNR6357662,Completed,CID6491144,Bike,Subhash Nagar,Manesar,13.1,38.2,,,,,,,1517.0,21.26,3.9,4.6,UPI,2024-10-01 10:55:47,2024,10,October,1,1,Tuesday,10,0,Morning,1,0,0,0,Completed,1517.0,71.35465663217309,1,1,1,1,1,1,1
2024-04-09,14:08:52,CNR6365229,Completed,CID9157666,Go Sedan,INA Market,Shahdara,2.5,24.4,,,,,,,327.0,9.82,4.3,4.3,UPI,2024-04-09 14:08:52,2024,4,April,9,1,Tuesday,14,0,Afternoon,1,0,0,0,Completed,327.0,33.29938900203666,1,1,1,1,1,1,1
2024-10-13,11:34:22,CNR6365229,Completed,CID8900831,Go Sedan,Bhiwadi,Sadar Bazar Gurgaon,6.4,35.1,,,,,,,711.0,22.1,4.2,4.7,Debit Card,2024-10-13 11:34:22,2024,10,October,13,6,Sunday,11,1,Morning,1,0,0,0,Completed,711.0,32.171945701357465,1,1,1,1,1,1,1
2024-02-19,21:01:17,CNR6377012,Completed,CID8240476,Auto,Bhiwadi,Golf Course Road,3.9,37.7,,,,,,,471.0,3.18,3.7,4.2,UPI,2024-02-19 21:01:17,2024,2,February,19,0,Monday,21,0,Late Evening,1,0,0,0,Completed,471.0,148.1132075471698,1,1,1,1,1,1,1
2024-10-25,10:00:47,CNR6377012,Incomplete,CID4289309,Auto,Hauz Rani,Ashok Park Main,4.4,22.5,,,,,1.0,Customer Demand,209.0,6.63,,,Credit Card,2024-10-25 10:00:47,2024,10,October,25,4,Friday,10,0,Morning,0,0,1,0,Incomplete,0.0,,1,1,0,0,1,1,1
